id,title,alternativeTitles,year,publicationDates,humanReadablePublicationDates,languages,originalLanguages,authors,publishers,summary,genres,subjects,playingTimes,targetAudienceNotes,physicalDescriptions,bgg_id,bgg_primary_name,bgg_all_names,bgg_year,bgg_description,bgg_min_players,bgg_max_players,bgg_playing_time,bgg_min_age,bgg_categories,bgg_mechanics,bgg_designers,bgg_publishers,bgg_rank,bgg_average_rating,bgg_bayes_average,bgg_users_rated,bgg_weight,bgg_owned
keski.2939310,Gold Fever,,2017,2017,2017,fin; eng; swe; nor; dan,,"{'primary': {'Skjold Pedersen, Daniel': {'role': ['-']}, 'Skjold Petersen, Daniel': {'role': ['-']}}, 'secondary': {'Skjold Pedersen, Daniel, designer': {'role': ['designer']}, 'Skjold Petersen, Daniel, suunnittelija': {'role': ['suunnittelija']}}, 'corporate': []}",Lautapelit.fi,,lastenpelit; lautapelit; pelit,['kullankaivajat'],,Ikäsuositus: Yli 6-vuotiaille.,1 lautapeli (useita osia kotelossa),234120,Gold Fever,Gold Fever; Жадюги; Золота Лихоманка,2017,"Experience the excitement of gold fever in a highly portable press-your-luck game in which you don't need a table to play.&#10;&#10;Whoever first draws five gold nuggets out of their bag in Gold Fever wins the game &mdash; but if you keep digging gold for too long, you risk drawing so much gravel that you may lose it all! Gold Fever offers fun decision-making with an immediate payoff in a short playing time.&#10;&#10;The game contains 5 cloth bags and 95 oversized gem pieces. It is dead simple t...",2,5,15,7,Children's Game; Party Game; Real-time,Push Your Luck; Set Collection,Daniel Skjold Pedersen,Lautapelit.fi; Games7Days; Lifestyle Boardgames Ltd; Stronghold Games,4797,6.58061,5.78328,919,1.05,1443
keski.3166309,Pipsa Possu mutaiset jalanjäljet = Peppa Pig leriga fotspår,Mutaiset jalanjäljet; Leriga fotspår; Sølete fotavtrykk; Mudderspor,2021,2021,[2021],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lastenpelit,,,Ikäsuositus: yli 3-vuotiaille.,1 peli (useita osia kotelossa) + 1 säännöt (12 sivua),,,,,,,,,,,,,,,,,,,
keski.3371317,Pylon panic : kartioiden kauhu,,2022,2022,[2022],fin,,"{'primary': {'Capone, Carmine': {'role': ['-']}}, 'secondary': {'Capone, Carmine, designer': {'role': ['designer']}}, 'corporate': []}",Peliko/Martinex,,pelit; lautapelit; lastenpelit,,,Ikäsuositus: yli 4-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (4 sivua),,,,,,,,,,,,,,,,,,,
keski.3307188,Opetellaan kello,,2023,2023,[2023],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit,['kellot']; ['aika'],,Ikäsuositus: 5-8-vuotiaille.,1 lautapeli (useita osia kotelossa) ; 22 x 22 x 6 cm + 1 sääntölehti,51386,Let's learn the Time,Let's learn the Time; Opetellaan kellonajat; Rupert Bear Let's learn to tell the time; Vi lærer kalenderen; Vi lærer oss klokken,2008,The children are shown a card which has a time on it. The child who can find the correct time on his picture board wins the card. When the children learn to tell the time the game can be played so that you only show the children a card and they tell you what time it is.&#10;&#10;,1,6,20,4,Children's Game; Educational,Memory,(Uncredited),Tactic,,4,0,1,0,1
keski.3151294,Micromacro : Rikospaikalla,Rikospaikalla,2021,2021,2021.,fin,und,"{'primary': {'Sich, Johannes': {'role': ['-']}, 'Goll, Daniel': {'role': ['-']}, 'Jochinke, Tobias': {'role': ['-']}, 'Mattila, Juuso': {'role': ['-']}, 'Hard boiled games': {'role': ['-']}}, 'secondary': {'Sich, Johannes, designer, kuvittaja': {'role': ['designer']}, 'Goll, Daniel, designer, kuvittaja': {'role': ['kääntäjä']}, 'Jochinke, Tobias, designer, kuvittaja': {'role': ['-']}, 'Mattila, Juuso, kääntäjä': {'role': ['-']}}, 'corporate': []}",Lautapelit.fi,"MicroMacro - Rikospaikalla on jännittävä yhteistyöpeli jossa pelaajat ratkaisevat yhdessä kaupungissa tapahtuvia rikosmysteereitä. Pystyttekö selvittämään mitä todella tapahtui, kuka oli syyllinen ja mikä oli motiivi? Apunaan rikosten selvittämisessä pelaajilla on jättimäinen kaupungin kartta, tapauskortteja ja suurennuslasi. Yksi pelaajista johtaa tutkimusta ja pelaajat pyrkivät yhdessä tapauskorttien avulla etsimään oikeat vihjeet yksityiskohtaiselta kartalta. MicroMacro sisältää 16 erilaista mysteeriä helposta vaikeaan sekä vaihtoehtoisen pelimuodon lisähaastetta kaipaaville.",lautapelit; pelit; yhteistyöpelit,['rikokset']; ['kaupungit'],,Ikäsuositus 10+.,1 lautapeli (useita osia kotelossa) ; 28 x 20 x 4 cm + 1 sääntövihko (4 sivua),,,,,,,,,,,,,,,,,,,
keski.3166297,Suomen eläimet : muistipeli,,2021,2021,2021.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Karttakeskus,,pelit; muistipelit; lastenpelit; lautapelit,['eläimet'],,,1 x Korttipeli,,,,,,,,,,,,,,,,,,,
keski.2983948,Aikamatka : Suomi,,2017,2017,[2017],fin,,"{'primary': {'Hyhkö, Heikki': {'role': ['-']}, 'Silvàn, Susanna': {'role': ['-']}, 'Kasanen, Jere': {'role': ['-']}}, 'secondary': {'Hyhkö, Heikki, designer': {'role': ['designer']}, 'Silvàn, Susanna, kuvittaja': {'role': ['kuvittaja']}, 'Kasanen, Jere, graafinen suunnittelija': {'role': ['graafinen suunnittelija']}}, 'corporate': []}",Lautapelit.fi,"Suomen historiaan mahtuu monenlaisia merkkihetkiä, mutta missä järjestyksessä ne tapahtuivatkaan? Harmaat aivosolut joutuvat koetukselle, kun Aikamatka : Suomi palauttaa mieleen 165 tapahtumaa Suomen itsehallinnon ajalta.",lautapelit; pelit,['1800-1900-luku']; ['tietokilpailut']; ['visailukysymykset']; ['historia']; ['tapahtumat'],,Ikäsuositus: Yli 10-vuotiaille.,1 lautapeli (useita osia kotelossa) ; 27 x 19 x 7 cm + 1 sääntövihko (7 sivua),,,,,,,,,,,,,,,,,,,
keski.3382067,Slay the spire : the board game,,2023,2023,[2023],eng,,"{'primary': {'Dworetsky, Gary': {'role': ['-']}, 'Giovannetti, Anthony': {'role': ['-']}, 'Yano, Casey': {'role': ['-']}, 'Dorta, Anailis': {'role': ['-']}, 'Lanza, David': {'role': ['-']}}, 'secondary': {'Dworetsky, Gary, designer, graafinen suunnittelija': {'role': ['designer']}, 'Giovannetti, Anthony, designer': {'role': ['kuvittaja']}, 'Yano, Casey, designer, kuvittaja, graafinen suunnittelija': {'role': ['graafinen suunnittelija']}, 'Dorta, Anailis, kuvittaja': {'role': ['-']}, 'Lanza, David, graafinen suunnittelija': {'role': ['-']}}, 'corporate': []}","Contention Games, LLC","Slay the Spire is a cooperative deckbuilding adventure. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and finally become strong enough to Slay the Spire! Based on the digital game Slay the Spire.",lautapelit; pelit; pelisovitukset; korttipelit; yhteistyöpelit,,,Ikäsuositus: 12+.,1 lautapeli (useita osia kotelossa) ; 31 x 31 x 12 cm + 1 sääntövihko,,,,,,,,,,,,,,,,,,,
keski.3374398,Unlock! : secret adventures,Secret adventures,2018,2018,[2018],eng,und,"{'primary': {'Cheshire, Lewis': {'role': ['-']}, 'Stanton, Arch': {'role': ['-']}, 'Cauët, Thomas': {'role': ['-']}, 'Legruth': {'role': ['-']}, 'Demaegd, Arnaud': {'role': ['-']}, 'Jelly, Mahulda': {'role': ['-']}}, 'secondary': {'Cheshire, Lewis, designer': {'role': ['designer']}, 'Stanton, Arch, designer': {'role': ['taiteilija']}, 'Cauët, Thomas, designer': {'role': ['-']}, 'Legruth, taiteilija': {'role': ['-']}, 'Demaegd, Arnaud, taiteilija': {'role': ['-']}, 'Jelly, Mahulda, taiteilija': {'role': ['-']}}, 'corporate': []}",JD Éditions - Space Cowboys,Pakohuonepeli. Pakkauksessa 10 kortin peli sääntöjen opetteluun sekä 3 peliä.,yhteistyöpelit; korttipelit; lautapelit; pelit,['seikkailu']; ['tarinat']; ['pakopelit'],,Ikäsuositus: yli 10-vuotiaille.,1 lautapeli (useita osia kotelossa) ; kotelo ; 22 x 28 x 7  cm + sääntövihko (8 sivua),245352,Unlock!: Secret Adventures – A Noside Story,Unlock!: Secret Adventures – A Noside Story; Unlock!: Secret Adventures – La Historia de Noside,2018,"Noside has returned to ruin your day! A thick smoke lingers over the region &mdash; it must be another trick of Noside. It's up to you to stop him before it's too late! A Noside Story is a brand new Unlock! adventure for up to six players.&#10;&#10;Unlock! is a series of escape adventures for up to six players. With one hour on the clock, players work through a deck of sixty cards as a team, searching for clues, combining objects, and solving puzzles. The free Unlock! companion app runs the time...",1,6,60,10,Card Game; Exploration; Puzzle; Real-time,Cooperative Game; Storytelling,Vincent Goyat,Space Cowboys,2669,7.00399,6.07827,1357,2.5,1950
keski.3259385,Etsi ja löydä Muumilaaksossa,,2022,2022,[2022],fin; swe; eng,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit,,,Ikäsuositus: yli 4-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (8 sivua),,,,,,,,,,,,,,,,,,,
keski.3259397,Iknow 2.0,,2022,2022,[2022],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; seurapelit,,,Ikäsuositus: yli 15-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntölehti,386469,iKnow 2.0,iKnow 2.0,2022,"The successful trivia classic - reimagined for a new generation! This is a trivia game where everyone has a chance to succeed! Each question contains three clues that take you closer and closer to the correct answer. You can choose when to answer, but the more clues you hear, the fewer points you get.&#10;&#10;Generous question content means it can be played multiple times!&#10;Everyone has a chance to score and win.&#10;Game concept that is successful all over the world.&#10;&#10;",2,4,60,15,Party Game,,,Tactic,,6.9,0,15,1,42
keski.3173726,Etsi ja löydä! maatilalla,,2021,2021,[2021],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit,,,Ikäsuositus: yli 4-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.3321421,Balloon Pop,,2023,2023,[2023],fin; eng; swe; nor; dan,fin,"{'primary': {'Punakallio, Mikko': {'role': ['-']}, 'Laane, Paul': {'role': ['-']}, 'Kasanen, Jere': {'role': ['-']}, 'Laine, Markku': {'role': ['-']}}, 'secondary': {'Punakallio, Mikko, designer': {'role': ['designer']}, 'Laane, Paul, kuvittaja': {'role': ['kuvittaja']}, 'Kasanen, Jere, graafinen suunnittelija, graafinen suunnittelu': {'role': ['graafinen suunnittelija']}, 'Laine, Markku, graafinen suunnittelija, graafinen suunnittelu': {'role': ['-']}}, 'corporate': []}",Lautapelit.fi,"Balloon Popissa jahdataan karanneita ilmapalloja! Kun sinulla on riittävästi vierekkäisiä samanvärisiä ilmapalloja, pallot poksahtavat ja saat pisteitä. Poksauttele ilmapallosi taitavasti, niin saat pelaajalautasi tyhjennettyä ja pistesaaliisi kohoaa taivaisiin!",pelit; lautapelit; perhepelit; strategiapelit; kaksinpelit; kolminpelit; nelinpelit,['ilmapallot'],,Ikäsuositus: 8+.,1 lautapeli (useita osia kotelossa) + 5 sääntövihkoa kotelo 26 x 26 x 6 cm,386761,Balloon Pop,Balloon Pop,2023,"In Balloon Pop, your goal is to make groups of balloons that are all the same color or all have a symbol. &#10;When a group is scored, all of its balloons pop and your remaining balloons float upward to take their place and form new groups to score.&#10;But be careful! You must balance choosing the perfect balloon set with having flexibility in placing it. Combine your scoring cleverly to clear the rows and columns of your player board, and float to victory!&#10;&#10;&mdash;description from the ...",2,4,30,8,Abstract Strategy; Puzzle,Grid Coverage; Hand Management; Pattern Building,Mikko Punakallio,Lautapelit.fi; HCM Kinzel; IELLO,12533,6.14836,5.55071,214,1.25,242
keski.3032627,Flip,,2018,2018,2018.,fin; eng; nor; swe; dan,eng,"{'primary': {'Gruhl, Ken': {'role': ['-']}, 'Weir, Quentin': {'role': ['-']}, 'Bey, Charlotte': {'role': ['-']}}, 'secondary': {'Gruhl, Ken, designer': {'role': ['designer']}, 'Weir, Quentin, designer': {'role': ['graafinen suunnittelija']}, 'Bey, Charlotte, graafinen suunnittelija': {'role': ['-']}}, 'corporate': []}",Lautapelit.fi,Flip on salamannopea hahmotus- ja reaktiopeli. Hoksaa nopeimmin kahden kortin välinen yhteys ja kerää mahdollisimman paljon kortteja hedelmäsalaattiisi! Ilmestynyt myös nimellä FastFlip.,lautapelit; pelit; lastenpelit; perhepelit,['hahmontunnistus'],,Ikäsuositus 7+.,1 lautapeli+ (5 peliohjetta) kotelo,286422,Flip,Flip; 換言一新; 플립,2019,"FLIP is a communication &amp; storytelling game that help you to get to know others and learn their strengths and weaknesses. &#10;It is designed to experience personality theory through transactional analysis.&#10;&#10;You can play FLIP in three different ways.&#10;&#10;1. Players draft six weakness cards (five of which are their real weaknesses and a fake one), players pick three cards from their hands and tell stories about their weaknesses and others guess whether each stories are real or fa...",2,6,40,14,Bluffing; Educational,Role Playing; Storytelling; Voting,Beagle Games; Mi-Sun Kim; Ji-Young Kim,Gemblo Company; 2Plus Games (灣加遊戲); BG Infinity,21933,7.44,5.50795,40,1,25
keski.3376041,Flamme rouge BMX,,2023,2023,[2023],fin; swe; eng; dan; nor,,"{'primary': {'Granerud, Asger Harding': {'role': ['-']}, 'Laane, Paul': {'role': ['-']}, 'Skjold Pedersen, Daniel': {'role': ['-']}}, 'secondary': {'Granerud, Asger Harding, designer': {'role': ['designer']}, 'Laane, Paul, kuvittaja': {'role': ['kuvittaja']}, 'Skjold Pedersen, Daniel, designer': {'role': ['-']}, 'Granerud, Asger Sams': {'role': ['-']}}, 'corporate': []}",Lautapelit.fi,"Flamme Rouge BMX on mukaansatempaava ajopeli, jossa 2-4 pelaajaa kilpailee BMX-pyörillään takapihan radalla päästäkseen ensimmäisenä maaliviivan yli. Peli sopii loistavasti kuudesta ikävuodesta ylöspäin. Kyseessä ei kuitenkaan ole mikään sunnuntaikävely! Tämä on yhden kierroksen tiukka kilpailu, jossa hyppäät ramppien yli, luistelet soralla ja painat ukkosen iskiessä. Säästele voimiasi! Jos jatkat rajojesi puskemista, saatat joutua hengähtämään, kun muut kiitävät ohi.",lautapelit; pelit; lastenpelit; kaksinpelit; kolminpelit; nelinpelit,['kilpa-ajot']; ['pyöräily'],,Ikäsuositus: yli 6-vuotiaille.,1 lautapeli (useita osia kotelossa) + 5 sääntövihkoa kotelo 27 x 27 x 6 cm,395256,Flamme Rouge BMX,Flamme Rouge BMX,2023,"Flamme Rouge BMX is a nail-biting racing game.&#10;&#10;Players race on their BMX-bikes around the local backyard to be the first over the goal line, but it's not a Sunday stroll! This is a tight race over one round where you jump over ramps, skid over gravel, and press on when thunder strikes.&#10;&#10;Oh, and pace yourself! If you keep pushing your limits, you might have to catch your breath while others swoop by. Exciting times for kids...and grown-ups.&#10;&#10;&mdash;description from the pu...",2,4,20,6,Children's Game; Racing,Movement Points,Asger Harding Granerud; Daniel Skjold Pedersen,Lautapelit.fi,18027,6.13836,5.52111,73,1.5,99
keski.2612212,Castle logix,,2009,2009,[2009].,fin; swe; dan; nor,,"{'primary': {'Peeters, Raf': {'role': ['-']}}, 'secondary': {'Peeters, Raf, suunnittelija': {'role': ['suunnittelija']}}, 'corporate': []}",Leikkien,,pelit; lastenpelit; palapelit,,,,1 peli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3287003,Blokus trigon,,2017,2017,[2017],fin,,"{'primary': {'Tavitian, Bernard': {'role': ['-']}}, 'secondary': {'Tavitian, Bernard, designer, alkuperäisidean luoja': {'role': ['designer']}}, 'corporate': []}",Mattel Europa,,lautapelit; pelit; abstraktit pelit,,,Ikäsuositus: yli 7-vuotiaille.,1 lautapeli + 1 sääntövihko kotelo 23 x 23 x 5 cm,21550,Blokus Trigon,Blokus Trigon; בלוקוס טריגון; ブロックス トライゴン; 블로커스 트라이곤,2006,"Blokus Trigon is an abstract strategy game from the makers of Blokus. The board pieces have changed from square to triangular. Game play is similar to Blokus, as players try to get rid of all their pieces.&#10;&#10;There is a solitaire version where one player tries to get rid of all the pieces in a single sitting.&#10;&#10;Components:&#10;&#10;Hexagonal playing board with 486 triangles on the board&#10;4 sets of 22 pieces in red, blue, green and yellow&#10;&#10;     1 piece made up of one trian...",2,4,20,7,Abstract Strategy; Territory Building,Enclosure; Grid Coverage; Hand Management; Team-Based Game; Tile Placement,Bernard Tavitian,"(Unknown); Alary Games; Beverly Enterprises, Inc.; danspil; Educa Korea; Educational Insights; FoxMind Israel; Green Board Game Co.; Hodin; Korea Boardgames; Mattel, Inc.; Sekkoia; Winning Moves France; Winning Moves Germany",1769,6.88906,6.30624,3316,1.9225,4620
keski.3266425,Etsi ja löydä dinosaurus,,2023,2023,2023.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,lautapelit; pelit,['dinosaurukset'],,Ikäsuositus: yli 5-vuotiaille.,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3015015,The original Rummikub : word : brings people together,Word; Brings people together,2018,2018,2018,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Asmodee,,pelit; lautapelit; strategiapelit; abstraktit pelit,['sanat']; ['kirjaimet']; ['oppimispelit'],,Ikäsuositus: Yli 7-vuotiaat.,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3032632,Oh s#!?,Oh Shit,2018,2018,[2018],fin; swe; nor; dan,ger,"{'primary': {'Gimmler, Thorsten': {'role': ['-']}, 'Lohausen, Dennis': {'role': ['-']}}, 'secondary': {'Gimmler, Thorsten, designer': {'role': ['designer']}, 'Lohausen, Dennis, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Lautapelit.fi,Onko huono päivä? Vältä epäonni maksamalla kolikko tai kestä se ja ota kortti.,lautapelit; pelit; korttipelit; perhepelit,['onnettomuudet'],,Ikäsuositus 8+.,1 lautapeli + 1 sääntövihko kotelo 13 x 10 x 4 cm,12942,No Thanks!,"No Thanks!; ¡No Gracias!; Ei, aitäh!; Geschenkt ... ist noch zu teuer!; Gesjaakt; Micsoda Pech #!?; Ne, ačiū!; Nē, paldies!; Nie, dziękuję; Nincs kegyelem!; No Merci; No Merci!; No Thanks; No, gracias; No, Grazie!; Non Merci; Oh S#!?; Podělaná smůla; Prezencik; Schöne Sch#!?e; Όχι Ευχαριστώ; Όχι Ευχαριστώ; Нет уж, спасибо!; Нет, спасибо!; Шл#к би трафив!; קקטוס; ゲシェンク; 不了不了; 不速之禮; 敬謝不敏; 禮物; 노 땡스!",2004,"No Thanks! is a card game designed to be as simple as it is engaging.&#10;&#10;The rules are simple.  Each turn, players have two options:&#10;&#10;    play one of their chips to avoid picking up the current face-up card&#10;    pick up the face-up card (along with any chips that have already been played on that card) and turn over the next card&#10;&#10;&#10;However, the choices aren't so easy as players compete to have the lowest score at the end of the game.  The deck of cards is numbered fro...",3,7,20,8,Card Game,Auction / Bidding; Closed Economy Auction; Push Your Luck; Score-and-Reset Game; Set Collection,Thorsten Gimmler,"AMIGO; 999 Games; asmodee; Boardgame Space; Broadway Toys LTD; Dal Negro; Dr. Wood Challenge Centre; Fractal Juegos; G3; Gigamic; KADABRA; Kaissa Chess & Games; Kikigagne?; Korea Boardgames; Lautapelit.fi; Lifestyle Boardgames Ltd; Mayfair Games; Mercurio; Möbius Games; Morapiaf; PaperGames (III); Piatnik; Rebel Sp. z o.o.; REXhry; Shafir Games (המשחקים של חיים שפיר); Studio Supernova; Swan Panasia Co., Ltd.; Vennerød Forlag AS; VR Distribution; Z-Man Games; Ігромаг",538,7.07958,6.95395,29223,1.1312,43716
